method,order,query_id,split,stop_step,budget_frac,stopped,ndcg,ndcg_vs_bm25,ndcg_vs_exhaustive,topk_overlap_vs_exhaustive,exact_topk_match,severe_harm,premature_stop_qrel_label,premature_instability_qrelfree
counterfactual_primary,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,37,0.3523809523809524,True,0.6426881189719141,0.03621305377817263,-0.21124353118537953,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,63,0.6,False,0.7860137352654724,0.17953867007173085,-0.06791791489182131,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,7,0.06666666666666667,True,0.616868840006589,0.010393774812847534,-0.23706281015070463,0.5384615384615384,False,False,True,True
simple_recent_stability,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,4,0.0380952380952381,True,0.6128107307150344,0.006335665521292944,-0.24112091944225922,0.5384615384615384,False,False,True,True
fixed_0.05,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,5,0.047619047619047616,True,0.6128107307150344,0.006335665521292944,-0.24112091944225922,0.5384615384615384,False,False,True,True
fixed_0.10,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,10,0.09523809523809523,True,0.5987171642521193,-0.007757900941622209,-0.25521448590517437,0.5384615384615384,False,False,True,True
fixed_0.20,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,21,0.2,True,0.7023523796788049,0.09587731448506343,-0.15157927047848874,0.5384615384615384,False,False,True,True
exhaustive,random,1a66df57f88e689438d505474eff73e3a9180c5b,test,105,1.0,True,0.8539316501572937,0.24745658496355216,0.0,1.0,True,False,False,False
counterfactual_primary,random,2747421989619d293c05b0b82a547009128ebadb,test,5,0.047619047619047616,True,0.6739577727076379,-0.010393774812847645,-0.3260422272923621,0.42857142857142855,False,False,True,True
counterfactual_conservative,random,2747421989619d293c05b0b82a547009128ebadb,test,63,0.6,False,0.9669850519151657,0.28263350439468016,-0.033014948084834295,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,2747421989619d293c05b0b82a547009128ebadb,test,3,0.02857142857142857,True,0.6739577727076379,-0.010393774812847645,-0.3260422272923621,0.42857142857142855,False,False,True,True
simple_recent_stability,random,2747421989619d293c05b0b82a547009128ebadb,test,4,0.0380952380952381,True,0.6739577727076379,-0.010393774812847645,-0.3260422272923621,0.42857142857142855,False,False,True,True
fixed_0.05,random,2747421989619d293c05b0b82a547009128ebadb,test,5,0.047619047619047616,True,0.6739577727076379,-0.010393774812847645,-0.3260422272923621,0.42857142857142855,False,False,True,True
fixed_0.10,random,2747421989619d293c05b0b82a547009128ebadb,test,10,0.09523809523809523,True,0.6843515475204855,0.0,-0.31564845247951445,0.42857142857142855,False,False,True,True
fixed_0.20,random,2747421989619d293c05b0b82a547009128ebadb,test,21,0.2,True,0.7227265726449519,0.03837502512446633,-0.2772734273550481,0.42857142857142855,False,False,True,True
exhaustive,random,2747421989619d293c05b0b82a547009128ebadb,test,105,1.0,True,1.0,0.31564845247951445,0.0,1.0,True,False,False,False
counterfactual_primary,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,63,0.6,False,0.9818483242455303,0.14606834984270634,0.014863272330364552,0.8181818181818182,False,False,False,True
counterfactual_conservative,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,63,0.6,False,0.9818483242455303,0.14606834984270634,0.014863272330364552,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,53,0.5047619047619047,True,0.9818483242455303,0.14606834984270634,0.014863272330364552,0.8181818181818182,False,False,False,True
simple_recent_stability,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,9,0.08571428571428572,True,0.7227265726449519,-0.11305340175787204,-0.24425847927021382,0.5384615384615384,False,True,True,True
fixed_0.05,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,5,0.047619047619047616,True,0.8357799744028239,0.0,-0.13120507751234178,0.6666666666666666,False,False,True,True
fixed_0.10,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,10,0.09523809523809523,True,0.8297197050122157,-0.0060602693906082195,-0.13726534690295,0.6666666666666666,False,False,True,True
fixed_0.20,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,21,0.2,True,0.8297197050122157,-0.0060602693906082195,-0.13726534690295,0.6666666666666666,False,False,True,True
exhaustive,random,28f3343d2419147213e7580934cfc4e0cb88b088,test,105,1.0,True,0.9669850519151657,0.13120507751234178,0.0,1.0,True,False,False,False
counterfactual_primary,random,29373c5bb0d60320844905916aec09d64c24cd79,test,29,0.2761904761904762,True,0.8297197050122157,0.008953846535906917,-0.15988652017493676,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,29373c5bb0d60320844905916aec09d64c24cd79,test,63,0.6,False,0.9378773695257355,0.11711151104942674,-0.05172885566141694,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,29373c5bb0d60320844905916aec09d64c24cd79,test,24,0.22857142857142856,True,0.8207658584763088,0.0,-0.16884036671084368,0.8181818181818182,False,False,True,True
simple_recent_stability,random,29373c5bb0d60320844905916aec09d64c24cd79,test,4,0.0380952380952381,True,0.8207658584763088,0.0,-0.16884036671084368,0.8181818181818182,False,False,True,True
fixed_0.05,random,29373c5bb0d60320844905916aec09d64c24cd79,test,5,0.047619047619047616,True,0.8207658584763088,0.0,-0.16884036671084368,0.8181818181818182,False,False,True,True
fixed_0.10,random,29373c5bb0d60320844905916aec09d64c24cd79,test,10,0.09523809523809523,True,0.7227265726449519,-0.0980392858313569,-0.2668796525422006,0.6666666666666666,False,True,True,True
fixed_0.20,random,29373c5bb0d60320844905916aec09d64c24cd79,test,21,0.2,True,0.8207658584763088,0.0,-0.16884036671084368,0.8181818181818182,False,False,True,True
exhaustive,random,29373c5bb0d60320844905916aec09d64c24cd79,test,105,1.0,True,0.9896062251871525,0.16884036671084368,0.0,1.0,True,False,False,False
counterfactual_primary,random,3ad8328b066bedca77c858a399a77521563d5c99,test,18,0.17142857142857143,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,3ad8328b066bedca77c858a399a77521563d5c99,test,18,0.17142857142857143,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,3ad8328b066bedca77c858a399a77521563d5c99,test,3,0.02857142857142857,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
simple_recent_stability,random,3ad8328b066bedca77c858a399a77521563d5c99,test,4,0.0380952380952381,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
fixed_0.05,random,3ad8328b066bedca77c858a399a77521563d5c99,test,5,0.047619047619047616,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
fixed_0.10,random,3ad8328b066bedca77c858a399a77521563d5c99,test,10,0.09523809523809523,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
fixed_0.20,random,3ad8328b066bedca77c858a399a77521563d5c99,test,21,0.2,True,0.9068250379649666,0.0,-0.09317496203503339,0.8181818181818182,False,False,True,True
exhaustive,random,3ad8328b066bedca77c858a399a77521563d5c99,test,105,1.0,True,1.0,0.09317496203503339,0.0,1.0,True,False,False,False
counterfactual_primary,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,33,0.3142857142857143,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
counterfactual_conservative,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,63,0.6,False,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,9,0.08571428571428572,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
simple_recent_stability,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,4,0.0380952380952381,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
fixed_0.05,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,5,0.047619047619047616,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
fixed_0.10,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,10,0.09523809523809523,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
fixed_0.20,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,21,0.2,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
exhaustive,random,4a343313042b654c7d85313de3d88486a1d0e9de,test,105,1.0,True,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_primary,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,17,0.1619047619047619,True,0.9505310077117098,0.0,-0.04946899228829016,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,52,0.49523809523809526,True,0.9669850519151657,0.016454044203455864,-0.033014948084834295,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,3,0.02857142857142857,True,0.9505310077117098,0.0,-0.04946899228829016,0.8181818181818182,False,False,True,True
simple_recent_stability,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,7,0.06666666666666667,True,0.9505310077117098,0.0,-0.04946899228829016,0.6666666666666666,False,False,True,True
fixed_0.05,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,5,0.047619047619047616,True,0.9505310077117098,0.0,-0.04946899228829016,0.6666666666666666,False,False,True,True
fixed_0.10,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,10,0.09523809523809523,True,0.9505310077117098,0.0,-0.04946899228829016,0.8181818181818182,False,False,True,True
fixed_0.20,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,21,0.2,True,0.9505310077117098,0.0,-0.04946899228829016,0.8181818181818182,False,False,True,True
exhaustive,random,5137d6a245dffe321df34999fa77e190c19b4c37,test,105,1.0,True,1.0,0.04946899228829016,0.0,1.0,True,False,False,False
counterfactual_primary,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,3,0.02857142857142857,True,0.9519709359886506,0.02351175279410167,-0.04802906401134943,0.5384615384615384,False,False,True,True
counterfactual_conservative,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,3,0.02857142857142857,True,0.9519709359886506,0.02351175279410167,-0.04802906401134943,0.5384615384615384,False,False,True,True
counterfactual_aggressive,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,3,0.02857142857142857,True,0.9519709359886506,0.02351175279410167,-0.04802906401134943,0.5384615384615384,False,False,True,True
simple_recent_stability,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,4,0.0380952380952381,True,0.9519709359886506,0.02351175279410167,-0.04802906401134943,0.5384615384615384,False,False,True,True
fixed_0.05,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,5,0.047619047619047616,True,0.9609247825245575,0.03246559933000859,-0.039075217475442514,0.5384615384615384,False,False,True,True
fixed_0.10,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,10,0.09523809523809523,True,0.9609247825245575,0.03246559933000859,-0.039075217475442514,0.5384615384615384,False,False,True,True
fixed_0.20,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,21,0.2,True,0.9818483242455303,0.05338914105098136,-0.018151675754469743,0.6666666666666666,False,False,False,True
exhaustive,random,5f1f12015d55c51764be27df92de175d2de8ee0d,test,105,1.0,True,1.0,0.0715408168054511,0.0,1.0,True,False,False,False
counterfactual_primary,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,29,0.2761904761904762,True,0.6732446972893747,0.2314539974880892,-0.3163615278977777,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,40,0.38095238095238093,True,0.685898335475349,0.2441076356740634,-0.3037078897118035,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,11,0.10476190476190476,True,0.5502237604454902,0.1084330606442046,-0.4393824647416623,0.6666666666666666,False,False,True,True
simple_recent_stability,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,5,0.047619047619047616,True,0.5398299856326426,0.09803928583135707,-0.44977623955450985,0.6666666666666666,False,False,True,True
fixed_0.05,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,5,0.047619047619047616,True,0.5398299856326426,0.09803928583135707,-0.44977623955450985,0.6666666666666666,False,False,True,True
fixed_0.10,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,10,0.09523809523809523,True,0.5502237604454902,0.1084330606442046,-0.4393824647416623,0.6666666666666666,False,False,True,True
fixed_0.20,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,21,0.2,True,0.5601912955315027,0.11840059573021716,-0.42941492965564976,0.6666666666666666,False,False,True,True
exhaustive,random,6079719b677d0abda12abcd5cd46582ca91585ad,test,105,1.0,True,0.9896062251871525,0.547815525385867,0.0,1.0,True,False,False,False
counterfactual_primary,random,661a03482f0532b7355188059b2263091ade1bae,test,53,0.5047619047619047,True,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_conservative,random,661a03482f0532b7355188059b2263091ade1bae,test,63,0.6,False,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_aggressive,random,661a03482f0532b7355188059b2263091ade1bae,test,11,0.10476190476190476,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
simple_recent_stability,random,661a03482f0532b7355188059b2263091ade1bae,test,4,0.0380952380952381,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.05,random,661a03482f0532b7355188059b2263091ade1bae,test,5,0.047619047619047616,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.10,random,661a03482f0532b7355188059b2263091ade1bae,test,10,0.09523809523809523,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.20,random,661a03482f0532b7355188059b2263091ade1bae,test,21,0.2,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
exhaustive,random,661a03482f0532b7355188059b2263091ade1bae,test,105,1.0,True,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_primary,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,59,0.5619047619047619,True,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
counterfactual_conservative,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,63,0.6,False,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,5,0.047619047619047616,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
simple_recent_stability,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,4,0.0380952380952381,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.05,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,5,0.047619047619047616,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.10,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,10,0.09523809523809523,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.20,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,21,0.2,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
exhaustive,random,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,105,1.0,True,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_primary,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,63,0.6,True,0.8200261225503443,0.16478225741928898,-0.1305048851613655,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,63,0.6,False,0.8200261225503443,0.16478225741928898,-0.1305048851613655,0.8181818181818182,False,False,True,True
counterfactual_aggressive,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,3,0.02857142857142857,True,0.6511857558395008,-0.00405810929155459,-0.29934525187220906,0.42857142857142855,False,False,True,True
simple_recent_stability,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,5,0.047619047619047616,True,0.6601396023754075,0.004895737244352105,-0.29039140533630237,0.42857142857142855,False,False,True,True
fixed_0.05,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,5,0.047619047619047616,True,0.6601396023754075,0.004895737244352105,-0.29039140533630237,0.42857142857142855,False,False,True,True
fixed_0.10,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,10,0.09523809523809523,True,0.615733440277688,-0.03951042485336742,-0.3347975674340219,0.42857142857142855,False,False,True,True
fixed_0.20,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,21,0.2,True,0.7238911047912078,0.0686472396601524,-0.22663990292050207,0.6666666666666666,False,False,True,True
exhaustive,random,6f54a7933235ced5684e3bff18f7e5dc40510018,test,105,1.0,True,0.9505310077117098,0.29528714258065447,0.0,1.0,True,False,False,False
counterfactual_primary,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,10,0.09523809523809523,True,0.8995023444012693,0.09433949418128951,-0.07524060845551861,0.6666666666666666,False,False,True,True
counterfactual_conservative,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,50,0.47619047619047616,True,0.9560290452802053,0.15086619506022547,-0.018713907576582645,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,6,0.05714285714285714,True,0.8893839657191064,0.08422111549912659,-0.08535898713768153,0.6666666666666666,False,False,True,True
simple_recent_stability,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,7,0.06666666666666667,True,0.893442075010661,0.08827922479068118,-0.08130087784612694,0.6666666666666666,False,False,True,True
fixed_0.05,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,5,0.047619047619047616,True,0.8954442351097147,0.09028138488973492,-0.0792987177470732,0.6666666666666666,False,False,True,True
fixed_0.10,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,10,0.09523809523809523,True,0.8995023444012693,0.09433949418128951,-0.07524060845551861,0.6666666666666666,False,False,True,True
fixed_0.20,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,21,0.2,True,0.9221235176732561,0.11696066745327627,-0.05261943518353185,0.8181818181818182,False,False,True,True
exhaustive,random,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,105,1.0,True,0.9747429528567879,0.16958010263680812,0.0,1.0,True,False,False,False
counterfactual_primary,random,7445178858159988f2b17aa21376e13767fce5a6,test,63,0.6,False,1.0,0.2280029414610052,0.0,0.6666666666666666,False,False,False,True
counterfactual_conservative,random,7445178858159988f2b17aa21376e13767fce5a6,test,63,0.6,False,1.0,0.2280029414610052,0.0,0.6666666666666666,False,False,False,True
counterfactual_aggressive,random,7445178858159988f2b17aa21376e13767fce5a6,test,28,0.26666666666666666,True,0.9192613539759861,0.14726429543699127,-0.08073864602401393,0.6666666666666666,False,False,True,True
simple_recent_stability,random,7445178858159988f2b17aa21376e13767fce5a6,test,10,0.09523809523809523,True,0.8940043068327738,0.12200724829377896,-0.10599569316722623,0.5384615384615384,False,False,True,True
fixed_0.05,random,7445178858159988f2b17aa21376e13767fce5a6,test,5,0.047619047619047616,True,0.8940043068327738,0.12200724829377896,-0.10599569316722623,0.6666666666666666,False,False,True,True
fixed_0.10,random,7445178858159988f2b17aa21376e13767fce5a6,test,10,0.09523809523809523,True,0.8940043068327738,0.12200724829377896,-0.10599569316722623,0.5384615384615384,False,False,True,True
fixed_0.20,random,7445178858159988f2b17aa21376e13767fce5a6,test,21,0.2,True,0.9192613539759861,0.14726429543699127,-0.08073864602401393,0.5384615384615384,False,False,True,True
exhaustive,random,7445178858159988f2b17aa21376e13767fce5a6,test,105,1.0,True,1.0,0.2280029414610052,0.0,1.0,True,False,False,False
counterfactual_primary,random,78495383450e02c5fe817e408726134b3084905d,test,50,0.47619047619047616,True,0.9072602453428914,0.24712064296748393,-0.04397095471979473,0.8181818181818182,False,False,True,True
counterfactual_conservative,random,78495383450e02c5fe817e408726134b3084905d,test,63,0.6,False,0.9330795243082165,0.272939921932809,-0.01815167575446963,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,78495383450e02c5fe817e408726134b3084905d,test,18,0.17142857142857143,True,0.8051628502199798,0.14502324784457232,-0.14606834984270634,0.6666666666666666,False,False,True,True
simple_recent_stability,random,78495383450e02c5fe817e408726134b3084905d,test,6,0.05714285714285714,True,0.6739577727076379,0.013818170332230428,-0.27727342735504823,0.5384615384615384,False,False,True,True
fixed_0.05,random,78495383450e02c5fe817e408726134b3084905d,test,5,0.047619047619047616,True,0.6739577727076379,0.013818170332230428,-0.27727342735504823,0.5384615384615384,False,False,True,True
fixed_0.10,random,78495383450e02c5fe817e408726134b3084905d,test,10,0.09523809523809523,True,0.7823908333518426,0.12225123097643509,-0.16884036671084357,0.6666666666666666,False,False,True,True
fixed_0.20,random,78495383450e02c5fe817e408726134b3084905d,test,21,0.2,True,0.8051628502199798,0.14502324784457232,-0.14606834984270634,0.6666666666666666,False,False,True,True
exhaustive,random,78495383450e02c5fe817e408726134b3084905d,test,105,1.0,True,0.9512312000626861,0.29109159768727866,0.0,1.0,True,False,False,False
counterfactual_primary,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,62,0.5904761904761905,True,0.9374130297304558,0.1691157628415284,0.03058799176548921,1.0,True,False,False,False
counterfactual_conservative,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,63,0.6,False,0.943473299121064,0.17517603223213662,0.03664826115609743,1.0,True,False,False,False
counterfactual_aggressive,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,25,0.23809523809523808,True,0.8712322899646365,0.10293502307570912,-0.03559274800033008,0.8181818181818182,False,False,True,True
simple_recent_stability,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,15,0.14285714285714285,True,0.7682972668889274,0.0,-0.1385277710760392,0.8181818181818182,False,False,True,True
fixed_0.05,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,5,0.047619047619047616,True,0.8891085695884217,0.12081130269949425,-0.017716468376544947,0.6666666666666666,False,False,False,True
fixed_0.10,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,10,0.09523809523809523,True,0.6739577727076379,-0.09433949418128951,-0.2328672652573287,0.6666666666666666,False,True,True,True
fixed_0.20,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,21,0.2,True,0.8712322899646365,0.10293502307570912,-0.03559274800033008,0.8181818181818182,False,False,True,True
exhaustive,random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,105,1.0,True,0.9068250379649666,0.1385277710760392,0.0,1.0,True,False,False,False
counterfactual_primary,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,26,0.24761904761904763,True,0.8061765387700855,0.24816574496561816,-0.19382346122991445,0.6666666666666666,False,False,True,True
counterfactual_conservative,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,26,0.24761904761904763,True,0.8061765387700855,0.24816574496561816,-0.19382346122991445,0.6666666666666666,False,False,True,True
counterfactual_aggressive,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,11,0.10476190476190476,True,0.6794558102761333,0.12144501647166595,-0.32054418972386667,0.6666666666666666,False,False,True,True
simple_recent_stability,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,4,0.0380952380952381,True,0.5684045686173149,0.010393774812847534,-0.4315954313826851,0.5384615384615384,False,False,True,True
fixed_0.05,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,5,0.047619047619047616,True,0.5724626779088695,0.014451884104402124,-0.4275373220911305,0.5384615384615384,False,False,True,True
fixed_0.10,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,10,0.09523809523809523,True,0.6753977009845787,0.11738690718011136,-0.32460229901542126,0.6666666666666666,False,False,True,True
fixed_0.20,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,21,0.2,True,0.7923583684378549,0.2343475746333875,-0.2076416315621451,0.6666666666666666,False,False,True,True
exhaustive,random,866b1a9819f662ac2499be231965ded8e0323c7f,test,105,1.0,True,1.0,0.4419892061955326,0.0,1.0,True,False,False,False
counterfactual_primary,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,54,0.5142857142857142,True,1.0,0.13120507751234178,0.0,0.8181818181818182,False,False,False,True
counterfactual_conservative,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,63,0.6,False,1.0,0.13120507751234178,0.0,1.0,True,False,False,False
counterfactual_aggressive,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,28,0.26666666666666666,True,0.9896062251871525,0.12081130269949425,-0.010393774812847534,0.6666666666666666,False,False,False,True
simple_recent_stability,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,4,0.0380952380952381,True,0.8687949224876582,0.0,-0.13120507751234178,0.6666666666666666,False,False,True,True
fixed_0.05,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,5,0.047619047619047616,True,0.8687949224876582,0.0,-0.13120507751234178,0.6666666666666666,False,False,True,True
fixed_0.10,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,10,0.09523809523809523,True,0.975788054854922,0.10699313236726382,-0.024211945145077962,0.6666666666666666,False,False,True,True
fixed_0.20,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,21,0.2,True,0.9818483242455303,0.11305340175787204,-0.018151675754469743,0.6666666666666666,False,False,False,True
exhaustive,random,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,105,1.0,True,1.0,0.13120507751234178,0.0,1.0,True,False,False,False
counterfactual_primary,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,32,0.3047619047619048,True,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
counterfactual_conservative,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,63,0.6,False,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
counterfactual_aggressive,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,9,0.08571428571428572,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
simple_recent_stability,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,4,0.0380952380952381,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
fixed_0.05,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,5,0.047619047619047616,True,1.0,0.0,0.0,0.5384615384615384,False,False,False,True
fixed_0.10,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,10,0.09523809523809523,True,1.0,0.0,0.0,0.6666666666666666,False,False,False,True
fixed_0.20,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,21,0.2,True,1.0,0.0,0.0,0.8181818181818182,False,False,False,True
exhaustive,random,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,105,1.0,True,1.0,0.0,0.0,1.0,True,False,False,False
counterfactual_primary,random,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,12,0.11428571428571428,True,0.9493885684853097,-0.0056350896139378825,-0.033503513471378144,0.6666666666666666,False,False,True,True
counterfactual_conservative,random,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,12,0.11428571428571428,True,0.9493885684853097,-0.0056350896139378825,-0.033503513471378144,0.6666666666666666,False,False,True,True
counterfactual_aggressive,random,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,5,0.047619047619047616,True,0.9493885684853097,-0.0056350896139378825,-0.033503513471378144,0.6666666666666666,False,False,True,True
simple_recent_stability,random,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,4,0.0380952380952381,True,0.9550236580992476,0.0,-0.02786842385744026,0.6666666666666666,False,False,True,True
